Configuration,Term,term_label,Prefix,Suffix,Lande,lande_g,leading_pct,Reference,Z,A,proton_number,neutron_number,J,S_qn,L_qn,parity,Level (cm-1),Uncertainty (cm-1),1s,2s,2p,3s,3p,3d,4s,4p,4d,5s
3p6.3d8.(3F).4d,e 4P,e,,,1.40,1.4,,,27,59,27,32,1.5,1.5,1.0,0,52033.26,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,e 4P,e,,?,,,,,27,59,27,32,0.5,1.5,1.0,0,52915.92,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,e 4D,e,,,1.402,1.402,,,27,59,27,32,3.5,1.5,2.0,0,51052.98,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,e 4D,e,,,1.354,1.354,,,27,59,27,32,2.5,1.5,2.0,0,51560.76,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,e 4D,e,,?,,,,,27,59,27,32,1.5,1.5,2.0,0,52264.49,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,e 4D,e,,,1.58,1.58,,,27,59,27,32,0.5,1.5,2.0,0,52634.62,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,e 4H,e,,,1.224,1.224,,,27,59,27,32,6.5,1.5,5.0,0,51142.53,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,e 4H,e,,,1.147,1.147,,,27,59,27,32,5.5,1.5,5.0,0,51174.28,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,e 4H,e,,,0.96,0.96,,,27,59,27,32,4.5,1.5,5.0,0,52121.21,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,e 4H,e,,,0.896,0.896,,,27,59,27,32,3.5,1.5,5.0,0,52716.7,,2,2,6,2,6,8,0,0,1,0
3p6.3d7.(a 2D).4s.4p.(3P*),w 4P*,w,,,1.578,1.578,73.0,,27,59,27,32,2.5,1.5,1.0,1,51160.03,,2,2,6,2,6,7,1,1,0,0
3p6.3d7.(a 2D).4s.4p.(3P*),w 4P*,w,,,1.616,1.616,57.0,,27,59,27,32,1.5,1.5,1.0,1,52014.45,,2,2,6,2,6,7,1,1,0,0
3p6.3d7.(a 2D).4s.4p.(3P*),w 4P*,w,,,2.304,2.304,66.0,,27,59,27,32,0.5,1.5,1.0,1,52355.12,,2,2,6,2,6,7,1,1,0,0
3p6.3d8.(3F).4d,g 4F,g,,,1.337,1.337,,,27,59,27,32,4.5,1.5,3.0,0,51170.14,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,g 4F,g,,,1.16,1.16,,,27,59,27,32,3.5,1.5,3.0,0,51199.58,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,g 4F,g,,,1.08,1.08,,,27,59,27,32,2.5,1.5,3.0,0,52070.0,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,g 4F,g,,?,0.76,0.76,,,27,59,27,32,1.5,1.5,3.0,0,52702.76,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,e 2P,e,,,1.368,1.368,,,27,59,27,32,1.5,0.5,1.0,0,51200.6,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,e 2P,e,,,0.48,0.48,,,27,59,27,32,0.5,0.5,1.0,0,52041.14,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,e 4G,e,,,1.218,1.218,,,27,59,27,32,5.5,1.5,4.0,0,51203.75,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,e 4G,e,,,1.083,1.083,,,27,59,27,32,4.5,1.5,4.0,0,51267.93,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,e 4G,e,,,1.13,1.13,,,27,59,27,32,3.5,1.5,4.0,0,52162.02,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,e 4G,e,,,0.74,0.74,,,27,59,27,32,2.5,1.5,4.0,0,52772.3,,2,2,6,2,6,8,0,0,1,0
,16*,,,,,,,,27,59,27,32,2.5,,,1,51863.18,,2,2,6,2,6,7,2,0,0,0
,17*,,,?,,,,,27,59,27,32,2.5,,,1,51989.31,,2,2,6,2,6,7,2,0,0,0
3p6.3d8.(3F).4d,f 2F,f,,,1.118,1.118,,,27,59,27,32,3.5,0.5,3.0,0,52095.0,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,f 2F,f,,,1.13,1.13,,,27,59,27,32,2.5,0.5,3.0,0,52970.62,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,e 2H,e,,,1.13,1.13,,,27,59,27,32,5.5,0.5,5.0,0,52113.91,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,e 2H,e,,,0.97,0.97,,,27,59,27,32,4.5,0.5,5.0,0,52775.47,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,e 2G,e,,,1.12,1.12,,,27,59,27,32,4.5,0.5,4.0,0,52156.46,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,e 2G,e,,,0.92,0.92,,,27,59,27,32,3.5,0.5,4.0,0,52856.68,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,e 2D,e,,,0.92,0.92,,,27,59,27,32,2.5,0.5,2.0,0,52460.1,,2,2,6,2,6,8,0,0,1,0
3p6.3d8.(3F).4d,e 2D,e,,,0.80,0.8,,,27,59,27,32,1.5,0.5,2.0,0,53343.27,,2,2,6,2,6,8,0,0,1,0
,18*,,,,,,,,27,59,27,32,3.5,,,1,52476.64,,2,2,6,2,6,7,2,0,0,0
,19*,,,,,,,,27,59,27,32,1.5,,,1,52498.17,,2,2,6,2,6,7,2,0,0,0
,20*,,,,,,,,27,59,27,32,1.5,,,1,52526.04,,2,2,6,2,6,7,2,0,0,0
,20*,,,,,,,,27,59,27,32,2.5,,,1,52526.04,,2,2,6,2,6,7,2,0,0,0
3p6.3d7.4s.(3F).5s,g 2F,g,,,0.933,0.933,,,27,59,27,32,3.5,0.5,3.0,0,52763.68,,2,2,6,2,6,7,1,0,0,1
3p6.3d7.4s.(3F).5s,g 2F,g,,,0.923,0.923,,,27,59,27,32,2.5,0.5,3.0,0,53704.14,,2,2,6,2,6,7,1,0,0,1
3p6.3d7.(a 2D).4s.4p.(3P*),2F*,,,,0.883,0.883,58.0,,27,59,27,32,2.5,0.5,3.0,1,52796.13,,2,2,6,2,6,7,1,1,0,0
3p6.3d7.(a 2D).4s.4p.(3P*),2F*,,,,1.136,1.136,75.0,,27,59,27,32,3.5,0.5,3.0,1,53103.78,,2,2,6,2,6,7,1,1,0,0
3p6.3d7.4s.(3F).5s,h 4F,h,,,1.307,1.307,,,27,59,27,32,4.5,1.5,3.0,0,52864.41,,2,2,6,2,6,7,1,0,0,1
3p6.3d7.4s.(3F).5s,h 4F,h,,?,1.28,1.28,,,27,59,27,32,3.5,1.5,3.0,0,53694.57,,2,2,6,2,6,7,1,0,0,1
3p6.3d7.4s.(3F).5s,h 4F,h,,?,0.986,0.986,,,27,59,27,32,2.5,1.5,3.0,0,54258.75,,2,2,6,2,6,7,1,0,0,1
3p6.3d7.4s.(3F).5s,h 4F,h,,,0.422,0.422,,,27,59,27,32,1.5,1.5,3.0,0,54426.64,,2,2,6,2,6,7,1,0,0,1
,21*,,,,,,,,27,59,27,32,3.5,,,1,53065.96,,2,2,6,2,6,7,2,0,0,0
,21*,,,,,,,,27,59,27,32,4.5,,,1,53065.96,,2,2,6,2,6,7,2,0,0,0
3p6.3d7.(a 2D).4s.4p.(3P*),u 2D*,u,,,0.823,0.823,51.0,,27,59,27,32,1.5,0.5,2.0,1,53074.92,,2,2,6,2,6,7,1,1,0,0
3p6.3d7.(a 2D).4s.4p.(3P*),u 2D*,u,,,1.206,1.206,49.0,,27,59,27,32,2.5,0.5,2.0,1,53195.98,,2,2,6,2,6,7,1,1,0,0
3p6.3d7.(2H).4s.4p.(3P*),v 2G*,v,,,1.124,1.124,44.0,,27,59,27,32,4.5,0.5,4.0,1,53276.02,,2,2,6,2,6,7,1,1,0,0
3p6.3d7.(2H).4s.4p.(3P*),v 2G*,v,,,0.888,0.888,44.0,,27,59,27,32,3.5,0.5,4.0,1,53373.53,,2,2,6,2,6,7,1,1,0,0
,22*,,,,,,,,27,59,27,32,3.5,,,1,53463.1,,2,2,6,2,6,7,2,0,0,0
3p6.3d7.4s.(5F).4d,f 4G,f,,,1.274,1.274,,,27,59,27,32,5.5,1.5,4.0,0,53511.83,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,f 4G,f,,,1.25,1.25,,,27,59,27,32,4.5,1.5,4.0,0,54158.17,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,f 4G,f,,,1.23,1.23,,,27,59,27,32,3.5,1.5,4.0,0,54514.67,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,f 4G,f,,?,,,,,27,59,27,32,2.5,1.5,4.0,0,55165.63,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,f 4H,f,,,1.227,1.227,,,27,59,27,32,6.5,1.5,5.0,0,53618.08,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,f 4H,f,,,1.168,1.168,,,27,59,27,32,5.5,1.5,5.0,0,54315.67,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,f 4H,f,,,1.10,1.1,,,27,59,27,32,4.5,1.5,5.0,0,54860.93,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,f 4H,f,,,0.857,0.857,,,27,59,27,32,3.5,1.5,5.0,0,55268.75,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,f 6F,f,,,1.421,1.421,,,27,59,27,32,5.5,2.5,3.0,0,53660.37,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,f 6F,f,,,1.403,1.403,,,27,59,27,32,4.5,2.5,3.0,0,54356.45,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,f 6F,f,,,1.27,1.27,,,27,59,27,32,3.5,2.5,3.0,0,54896.57,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,f 6F,f,,,1.17,1.17,,,27,59,27,32,2.5,2.5,3.0,0,55283.02,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,f 6F,f,,?,1.07,1.07,,,27,59,27,32,1.5,2.5,3.0,0,55577.28,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,f 4D,f,,,1.377,1.377,,,27,59,27,32,3.5,1.5,2.0,0,53702.13,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,f 4D,f,,?,,,,,27,59,27,32,2.5,1.5,2.0,0,54282.73,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,e 6D,e,,,1.387,1.387,,,27,59,27,32,4.5,2.5,2.0,0,53725.2,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,e 6D,e,,,1.48,1.48,,,27,59,27,32,3.5,2.5,2.0,0,54352.3,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,e 6D,e,,,1.47,1.47,,,27,59,27,32,2.5,2.5,2.0,0,54946.9,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,e 6D,e,,?,2.14,2.14,,,27,59,27,32,1.5,2.5,2.0,0,55407.1,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,e 6G,e,,?,1.35,1.35,,,27,59,27,32,6.5,2.5,4.0,0,53728.36,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,e 6G,e,,,1.320,1.32,,,27,59,27,32,5.5,2.5,4.0,0,54367.43,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,e 6G,e,,,1.23,1.23,,,27,59,27,32,4.5,2.5,4.0,0,54682.91,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,e 6G,e,,?,1.23,1.23,,,27,59,27,32,3.5,2.5,4.0,0,54989.62,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,e 6G,e,,,,,,,27,59,27,32,1.5,2.5,4.0,0,55389.73,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,e 6G,e,,,1.199,1.199,,,27,59,27,32,2.5,2.5,4.0,0,55449.97,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,i 4F,i,,,1.316,1.316,,,27,59,27,32,4.5,1.5,3.0,0,53788.78,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,i 4F,i,,,,,,,27,59,27,32,3.5,1.5,3.0,0,54477.07,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,i 4F,i,,,0.85,0.85,,,27,59,27,32,2.5,1.5,3.0,0,54904.99,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,e 6P,e,,,1.635,1.635,,,27,59,27,32,3.5,2.5,1.0,0,53789.12,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,e 6P,e,,,1.594,1.594,,,27,59,27,32,2.5,2.5,1.0,0,54445.61,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,e 6P,e,,,2.134,2.134,,,27,59,27,32,1.5,2.5,1.0,0,54949.97,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,e 6H,e,,,1.34,1.34,,,27,59,27,32,7.5,2.5,5.0,0,53822.08,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,e 6H,e,,,1.289,1.289,,,27,59,27,32,6.5,2.5,5.0,0,54452.38,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,e 6H,e,,,1.22,1.22,,,27,59,27,32,5.5,2.5,5.0,0,54947.68,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,e 6H,e,,,1.108,1.108,,,27,59,27,32,4.5,2.5,5.0,0,55312.96,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,e 6H,e,,,0.922,0.922,,,27,59,27,32,3.5,2.5,5.0,0,55520.64,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,e 6H,e,,,,,,,27,59,27,32,2.5,2.5,5.0,0,55555.34,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.4s.(5F).4d,f 4P,f,,,1.46,1.46,,,27,59,27,32,2.5,1.5,1.0,0,53936.68,,2,2,6,2,6,7,1,0,1,0
3p6.3d7.(a 2D).4s.4p.(3P*),2P*,,,,1.353,1.353,87.0,,27,59,27,32,1.5,0.5,1.0,1,54165.35,,2,2,6,2,6,7,1,1,0,0
,24*,,,,,,,,27,59,27,32,3.5,,,1,54398.6,,2,2,6,2,6,7,2,0,0,0
,1,,,,1.323,1.323,,,27,59,27,32,2.5,,,0,54561.74,,2,2,6,2,6,7,2,0,0,0
,v 4F*,v,,,,,,,27,59,27,32,4.5,1.5,3.0,1,54791.2,,2,2,6,2,6,7,2,0,0,0
,v 4F*,v,,?,,,,,27,59,27,32,3.5,1.5,3.0,1,55314.04,,2,2,6,2,6,7,2,0,0,0
,v 4F*,v,,,,,,,27,59,27,32,1.5,1.5,3.0,1,55622.84,,2,2,6,2,6,7,2,0,0,0
,v 4F*,v,,,,,,,27,59,27,32,2.5,1.5,3.0,1,55684.7,,2,2,6,2,6,7,2,0,0,0
,25*,,,,,,,,27,59,27,32,4.5,,,1,54874.08,,2,2,6,2,6,7,2,0,0,0
,26*,,,,,,,,27,59,27,32,3.5,,,1,54932.32,,2,2,6,2,6,7,2,0,0,0
,27*,,,,1.539,1.539,,,27,59,27,32,2.5,,,1,55061.49,,2,2,6,2,6,7,2,0,0,0
,2,,,,1.46,1.46,,,27,59,27,32,1.5,,,0,55078.76,,2,2,6,2,6,7,2,0,0,0
,28*,,,?,,,,,27,59,27,32,3.5,,,1,55120.3,,2,2,6,2,6,7,2,0,0,0
,3,,,,1.14,1.14,,,27,59,27,32,3.5,,,0,55223.14,,2,2,6,2,6,7,2,0,0,0
,29*,,,?,1.170,1.17,,,27,59,27,32,2.5,,,1,55387.11,,2,2,6,2,6,7,2,0,0,0
,30*,,,,,,,,27,59,27,32,2.5,,,1,55508.78,,2,2,6,2,6,7,2,0,0,0
,4,,,,,,,,27,59,27,32,2.5,,,0,55598.74,,2,2,6,2,6,7,2,0,0,0
,5,,,,,,,,27,59,27,32,1.5,,,0,55721.01,,2,2,6,2,6,7,2,0,0,0
,5,,,,,,,,27,59,27,32,2.5,,,0,55721.01,,2,2,6,2,6,7,2,0,0,0
,31*,,,,,,,,27,59,27,32,1.5,,,1,55737.87,,2,2,6,2,6,7,2,0,0,0
,32*,,,,1.31,1.31,,,27,59,27,32,1.5,,,1,55818.91,,2,2,6,2,6,7,2,0,0,0
,6,,,,,,,,27,59,27,32,0.5,,,0,55826.81,,2,2,6,2,6,7,2,0,0,0
,33*,,,,,,,,27,59,27,32,1.5,,,1,55922.3,,2,2,6,2,6,7,2,0,0,0
,33*,,,,,,,,27,59,27,32,2.5,,,1,55922.3,,2,2,6,2,6,7,2,0,0,0
3p6.3d8.(3P).5s,g 4P,g,,?,,,,,27,59,27,32,2.5,1.5,1.0,0,56545.51,,2,2,6,2,6,8,0,0,0,1
,g 4H,g,,,,,,,27,59,27,32,6.5,1.5,5.0,0,57922.06,,2,2,6,2,6,7,2,0,0,0
,g 4H,g,,,,,,,27,59,27,32,5.5,1.5,5.0,0,58441.03,,2,2,6,2,6,7,2,0,0,0
,g 4H,g,,,,,,,27,59,27,32,4.5,1.5,5.0,0,58673.73,,2,2,6,2,6,7,2,0,0,0
,g 4H,g,,?,,,,,27,59,27,32,3.5,1.5,5.0,0,59314.82,,2,2,6,2,6,7,2,0,0,0
,36*,,,,,,,,27,59,27,32,3.5,,,1,58187.39,,2,2,6,2,6,7,2,0,0,0
,36*,,,,,,,,27,59,27,32,4.5,,,1,58187.39,,2,2,6,2,6,7,2,0,0,0
,37*,,,,,,,,27,59,27,32,2.5,,,1,59388.89,,2,2,6,2,6,7,2,0,0,0
,37*,,,,,,,,27,59,27,32,3.5,,,1,59388.89,,2,2,6,2,6,7,2,0,0,0
